smiles	fraction_unbound
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4ccncn4)c(s3)C(=O)O	4.2
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4nc(OC)cc(OC)n4)c(s3)C(=O)O	3.6
COCCO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3ncc(s3)C(=O)O	9.4
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)N(C)C)c(s3)C(=O)O	13
Cc1[nH]c(C(=O)N[C@@H]2CCN(CC23OCCCO3)c4ncc(s4)C(=O)O)c(Cl)c1Cl	3
CO[C@@H](C)CNC(=O)c1nc(sc1C(=O)O)N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](C2)OC	2.7
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)NCCN4CCCC4=O)c(s3)C(=O)O	7.6
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)N4CCOCC4)c(s3)C(=O)O	14
Cc1[nH]c(C(=O)N[C@@H]2CCN(CC23OCC4(CC4)CO3)c5ncc(s5)C(=O)O)c(Cl)c1Cl	1.2
CNC(=O)c1sc(nc1C(=O)O)N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](C2)OC	1
Cc1[nH]c(C(=O)N[C@@H]2CCN(C[C@@H]2N=[N+]=[N-])c3ncc(s3)C(=O)O)c(Cl)c1Cl	3.8
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(CO)c(s3)C(=O)O	2.9
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3ncc(s3)C(=O)O	7.1
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)O)c(C)s3	0.7
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4ncccn4)c(s3)C(=O)O	9.6
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(cs3)C(=O)O	2.2
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4cncc(NCCN5CCN(C)CC5)n4)c(s3)C(=O)O	2.7
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)NCCN4CCOCC4)c(s3)C(=O)O	5.4
COC1(CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3ncc(s3)C(=O)O)OC	1.8
COCCNC(=O)c1nc(sc1C(=O)O)N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](C2)OC	2.7
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4onc(C)n4)c(s3)C(=O)O	1.5
COC[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3ncc(s3)C(=O)O	5.2
Cc1[nH]c(C(=O)N[C@@H]2CCN(C[C@@H]2Cl)c3ncc(s3)C(=O)O)c(Cl)c1Cl	0.8
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc4cccc(C(=O)O)c4s3	1
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4nccs4)c(s3)C(=O)O	1
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4nccc(OC)n4)c(s3)C(=O)O	3.6
COC[C@H](C)NC(=O)c1nc(sc1C(=O)O)N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](C2)OC	2.5
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4cncc(OCCN(C)C)n4)c(s3)C(=O)O	3.7
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)C)c(s3)C(=O)O	1.9
CC(C)CN(Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)S(=O)(=O)Cc3ccccc3	1
CC(=O)N1CCN(CC1)c2ccc(CN(C3CCC3)S(=O)(=O)Cc4ccccc4)cc2	6
C[C@@H](Nc1ccccc1C(=O)O)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C	8
C[C@@H](Oc1ccccc1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)N(C)CCO	26
O=C(NCc1ccncc1)c2ccc(Oc3ccccc3C#N)cc2	8.5
CCCc1c(cnn1c2cccnc2)C(=O)Nc3cc(ccc3C)S(=O)(=O)N(C)C	26
CCCc1c(cnn1c2ccccc2)C(=O)Nc3cc(ccc3C)S(=O)(=O)N(C)C	2.3
O=C(NCc1ccncn1)c2ccc(Oc3ccccc3C#N)cc2	27
C[C@@H]1CC[C@H](CN1C(=O)c2ccccc2n3nccn3)Oc4ccnc5c(F)cccc45	3
C[C@H](CO)Nc1cc(NS(=O)(=O)Cc2ccccc2)nc(SCc3ccccc3)n1	0.1
C[C@H](CO)Nc1cc(NS(=O)(=O)c2ccc(cc2)C#N)nc(SCc3ccccc3)n1	0.1
C[C@H](CO)Nc1cc(NS(=O)(=O)C)nc(SCc2ccccc2)n1	1.9
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc3cccc(F)c3F)n1	1
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc3cccc(Cl)c3F)n1	1.5
C[C@H](CO)Nc1cc(nc(SCc2ccccc2)n1)C(=O)NS(=O)(=O)C	7
C[C@H](CO)Nc1cc(NS(=O)(=O)c2cn(C)cn2)nc(SCc3cccc(Cl)c3F)n1	1.9
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCC2)nc(SCc3cccc(F)c3F)n1	0.6
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)Sc13	0.3
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc3cccc(F)c3F)n1	1.4
C[C@H](CO)Nc1cc(NS(=O)(=O)c2cn(C)cn2)nc(SCc3cccc(F)c3F)n1	2.1
C[C@H](CO)Nc1cc(NS(=O)(=O)N(C)C)nc(SCc2ccccc2)n1	1.9
C[C@H](CO)Nc1cc(nc(SCc2ccccc2)n1)C(=O)O	1
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCNCC2)nc(SCc3cccc(Cl)c3F)n1	3.7
C[C@H](CO)Nc1cc(NS(=O)(=O)c2ccc(Cl)cc2)nc(SCc3ccccc3)n1	0.1
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc3cccc(F)c3F)n1	3
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc3cccc(Cl)c3F)n1	0.2
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13	2.6
C[C@H](CO)Nc1cc(NS(=O)(=O)c2ccccc2)nc(SCc3ccccc3)n1	0.2
C[C@H](CO)Nc1cc(NS(=O)(=O)C(F)(F)F)nc(SCc2ccccc2)n1	0.1
CN1CCC(COc2cnc(nc2)c3cccc(CN4N=C(C=CC4=O)c5cccc(c5)C#N)c3)CC1	2.3
C[C@@H](Nc1ccc(F)c(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C	27
C[C@@H](N(C)c1cc(F)cc(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N5CCC(O)CC5	17
C[C@@H](N(C)c1cc(F)cc(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C	12
C[C@@H](Nc1cc(F)cc(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCO[C@@H](C)C4)C(=O)N(C)C	14
C[C@@H](Nc1cc(F)cc(F)c1F)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C	27
C[C@@H](Nc1cccc(Cl)c1F)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C	15
C[C@@H](Nc1cc(F)cc(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C	19
C[C@@H](Nc1cc(F)cc(Cl)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C	6
C[C@@H](N(C)c1cc(F)cc(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)CCO	17
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1S(=O)(=O)O	62
CC(C)(O\N=C(/C(=O)NC1CN(C(=O)NS(=O)(=O)N2CCN(NC(=O)C3=CC(=O)C(=CN3)O)C2=O)C1=O)\c4csc(N)n4)C(=O)O	29
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3CC[C@@H](C3)NC(=O)C4=CC(=O)C(=CN4)O	33
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3CCN(CC3)C(=O)C4=CC(=O)C(=CN4)O	26
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)C4=CC(=O)C(=CN4O)O	8
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3N=C(N(C[C@@H](O)CO)C3=O)C4=CC(=O)C(=CN4)O	4
C[C@H]1[C@H](NC(=O)\C(=N/OCC(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)NCC4=CC(=O)C(=CN4O)O	26
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3N=C(NCC3=O)C4=CC(=O)C=C(O)N4	16
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)NC3=CC(=O)C(=CN3)O	23
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)CNC(=O)C4=CC(=O)C(=CN4)O	38
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)NCC3=CC(=O)C(=CN3)O	61
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3CCN(N(C)C3=O)C(=O)C4=CC(=O)C(=CN4)O	14
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)NCC4=CC(=O)C(=CN4)O	26
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)CNC(=O)C4=CC(=O)C(=CN4O)O	45
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)[C@H](CC(=O)O)NC(=O)C4=CC(=O)C(=CN4O)O	43
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)[C@H](CCS(=O)(=O)C)NC(=O)C4=CC(=O)C(=CN4)O	21
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)C4=CC(=O)C(=CN4)O	24
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@@H](CC3=O)NC(=O)C4=CC(=O)C(=CN4)O	25
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)[C@H](CC(=O)O)NC(=O)C4=CC(=O)C(=CN4)O	14
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)[C@H](CN)NC(=O)C4=CC(=O)C(=CN4)O	18
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)[C@@H]4CCCN4C(=O)C5=CC(=O)C(=CN5)O	28
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NCC4=CC(=O)C(=CN4)O	40
CC(C)(O\N=C(/C(=O)N[C@@H]1C(=O)N(C(=O)NS(=O)(=O)N2C[C@H](CC2=O)NC(=O)NCC3=CC(=O)C(=CN3O)O)C1(C)C)\c4csc(N)n4)C(=O)O	23
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)N(C)CC4=CC(=O)C(=CN4O)O	26
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)NC(=O)NCC4=CC(=O)C(=CN4O)O	26
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)n4cc(nn4)C5=CC(=O)C(=CN5)O	31
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1C(=O)NS(=O)(=O)N3C[C@H](CC3=O)N(C)C(=O)NCC4=CC(=O)C(=CN4O)O	27
C1Oc2ccccc2n3cnc(C#Cc4ccccc4)c13	0.3
Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1c3ccc(OC(F)(F)F)cc3	0.3
Cc1cc(ccn1)C#Cc2cn(c(C)n2)c3ccc(F)cc3	2.4
Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1c3ccc(F)cc3	1.4
CNc1c(C)c(C)nc2cc(nn12)[C@@H]3CCCCN3C(=O)c4cc(C)ccc4NS(=O)(=O)C	1.3
Cc1cn2nc(cc2nc1C)[C@@H]3CCCCN3C(=O)c4ccccc4NS(=O)(=O)C	5.8
CC(=O)Nc1ccccc1C(=O)N2CCCC[C@H]2c3cc4NC(=C(C)C(=O)n4n3)C	17
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(C)c(C)c(C)n4n3	1.4
Cc1nc2cc(nn2c(C)c1C)[C@@H]3CCCCN3C(=O)c4ccccc4NS(=O)(=O)C	2.1
Cc1cn2nc(cc2nc1N3CCCC3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	0.94
Cc1cn2nc(cc2nc1N3CC[C@H](O)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	2.9
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4ccccc4NS(=O)(=O)C	6.5
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4cc(ccc4NS(=O)(=O)C)C(F)(F)F	2.9
Cc1cn2nc(cc2nc1N3CC(C3)C#N)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	2
Cc1cn2nc(cc2nc1N3CC[C@H](N)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	4.4
Cc1cn2nc(cc2nc1N3CCC(F)(F)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	0.64
Cc1cn2nc(cc2nc1N3CC(O)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	5.5
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(C)cc(C)n4n3	1.6
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4c(Cl)cccc4NS(=O)(=O)C	5.3
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(C5CC5)c(C)cn4n3	1.7
Cc1cn2nc(cc2nc1N3CCC3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	1.8
Cc1cn2nc(cc2nc1N3CC(N)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	5.6
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(cc(C)n4n3)C5CC5	1.4
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(ccn4n3)C5CC5	3
Cc1cn2nc(cc2nc1N3CC[C@@H](C3)C#N)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	1.8
Cc1cn2nc(cc2nc1N3CC[C@H](C3)C#N)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	2.2
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4cccc(F)c4NS(=O)(=O)C	5.9
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4cc(C)ccc4NS(=O)(=O)C	16
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4cc(Cl)ccc4NS(=O)(=O)C	7.2
COC(=O)Nc1ccccc1C(=O)N2CCCC[C@H]2c3cc4NC(=C(C)C(=O)n4n3)C	9.8
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4cc(ccc4NS(=O)(=O)C)c5ccccc5	0.6
Cc1cn2nc(cc2nc1N3CC(F)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	3.3
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4cc(F)ccc4NS(=O)(=O)C	9.5
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4cc(Br)ccc4NS(=O)(=O)C	4.4
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(C)c(C)cn4n3	4.5
CNc1c(C)c(C)nc2cc(nn12)[C@@H]3CCCCN3C(=O)c4ccccc4NS(=O)(=O)C	2.8
Cc1cn2nc(cc2nc1N3CC[C@@H](O)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	3.6
Cc1cn2nc(cc2nc1N3CC[C@@H](N)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C	4.3
CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NC)nc(nc34)C#Cc5cnccn5	61.2
CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NC)nc(nc34)C#Cc5ccc(Br)s5	2.67
CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NC)nc(nc34)C#Cc5ccc(Cl)s5	2.67
CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NC)nc(nc34)C#Cc5occc5	24.2
CN(C)C(=O)Cn1cc(cn1)c2onc(n2)[C@](C)(C3CC3)c4ccc(cc4)c5cnc(N)nc5	4.7
CC(C)Cn1cc(C#N)c2cc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc12	0.33
NC(=O)c1cccc2cn(nc12)c3ccc(cc3)[C@@H]4CCCNC4	16
Cc1onc(C)c1S(=O)(=O)NC2=C(N3CCC(CC3)NCc4ccc(F)cc4)C(=O)C2=O	26
Cc1onc(C)c1S(=O)(=O)NC2=C(N3CCC(CCc4ccccc4)CC3)C(=O)C2=O	1
CN(CC1CCCCC1)C2CCN(CC2)C3=C(NS(=O)(=O)c4c(C)onc4C)C(=O)C3=O	38
CN(Cc1ccc(Cl)cc1)C2CCN(CC2)C3=C(NS(=O)(=O)c4c(C)onc4C)C(=O)C3=O	3.8
Cc1onc(C)c1S(=O)(=O)NC2=C(N3CCC(Cc4ccccc4)CC3)C(=O)C2=O	1
Cc1nn(cc1S(=O)(=O)NC2=C(N3CCC(Cc4ccccc4)CC3)C(=O)C2=O)C(F)F	1
Cc1onc(C)c1S(=O)(=O)NC2=C(N3CCN(Cc4ccc(cc4)C#N)CC3)C(=O)C2=O	2.9
Cc1onc(C)c1C(=O)NC2=C(N3CCC(Cc4ccccc4)CC3)C(=O)C2=O	1
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2	70
O=C1C(=O)C(=C1NS(=O)(=O)c2ccccc2)N3CCC(Cc4ccccc4)CC3	1
CC1CCN(CC1)C2=C(NS(=O)(=O)c3c(C)onc3C)C(=O)C2=O	1.6
Cc1ccc(CC2CCN(CC2)C3=C(NS(=O)(=O)c4c(C)onc4C)C(=O)C3=O)cc1	1
Cc1onc(C)c1S(=O)(=O)NC2=C(N3CCN(CCc4ccccc4)CC3)C(=O)C2=O	4.9
Cc1onc(C)c1S(=O)(=O)NC2=C(N3CCCC(Cc4ccccc4)C3)C(=O)C2=O	1
Cc1onc(C)c1S(=O)(=O)NC2=C(N3CCC(CC3)NCc4ccc(cc4)C(F)(F)F)C(=O)C2=O	6.6
CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O	16.5
CCCC\C(=C\C=C(/C)\C(=O)C1=C(O)C=C(OC1=O)C(C)CC\C=C\NC(=O)OC)\C	1
COc1ccc(CN2CCN(CC2)C3=C(NS(=O)(=O)c4c(C)onc4C)C(=O)C3=O)cc1	1.8
Cc1onc(C)c1S(=O)(=O)NC2=C(N3CCC(CC3)c4ccccc4)C(=O)C2=O	1
CN(Cc1ccc(OC(F)F)cc1)C2CCN(CC2)C3=C(NS(=O)(=O)c4c(C)onc4C)C(=O)C3=O	6.2
OC1(CN(C1)C(=O)c2ccc(F)c(F)c2N[14c]3[14cH][14cH][14c](I)[14cH][14c]3F)[C@@H]4CCCCN4	5.2
OC1(CN(C1)C(=O)c2ccc(F)c(F)c2N[14c]3[14cH][14cH][14c](I)[14cH][14c]3F)[C@@H]4CCCCN4	6.5
OC1(CN(C1)C(=O)c2ccc(F)c(F)c2N[14c]3[14cH][14cH][14c](I)[14cH][14c]3F)[C@@H]4CCCCN4	5.8
OC1(CN(C1)C(=O)c2ccc(F)c(F)c2N[14c]3[14cH][14cH][14c](I)[14cH][14c]3F)[C@@H]4CCCCN4	46.9
OC1(CN(C1)C(=O)c2ccc(F)c(F)c2N[14c]3[14cH][14cH][14c](I)[14cH][14c]3F)[C@@H]4CCCCN4	40.8
OC1(CN(C1)C(=O)c2ccc(F)c(F)c2N[14c]3[14cH][14cH][14c](I)[14cH][14c]3F)[C@@H]4CCCCN4	40.8
[Na+].CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)[O-])CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3	0.4
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4c(cccc4[nH]3)C(F)(F)F)c5ccc(F)cc5	0.2
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(NS(=O)(=O)C)ccc4[nH]3)c5ccc(F)cc5	3.4
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)C(F)(F)F)c5ccc(F)cc5	0.2
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4c(NS(=O)(=O)C)cccc4[nH]3)c5ccc(F)cc5	5.8
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)N5CCOCC5)c6ccc(F)cc6	9.3
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(Cl)ccc4[nH]3)c5ccc(F)cc5	0.2
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cccnc5)c6ccc(F)cc6	0.2
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cc[nH]n5)c6ccc(F)cc6	4
CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(C)C(=O)O7	9.8
Cc1cc(C)nc(n1)N2C[C@H]3CN(C[C@H]3C2)C(=O)c4c(F)cccc4n5nccn5	2.9
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3	0.01
CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13	2
C(Cc1ccc2OCOc2c1)N3CCC[C@H](C3)OC(c4ccccc4)c5ccccc5	0.01
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4	5.3
CCCC(CCC)C(=O)O	5.2
CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4	6.4
CO[C@]1(NC(=O)C2SC(=C(C(=O)N)C(=O)O)S2)[C@H]3SCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C	9
Cc1cc(O)c(cn1)C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4C)c5ccc(O)cc5	9
Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5	0.16
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26	4.9
CC(C)Cc1ccc(cc1)C(C)C(=O)O	0.23
CC[C@H](C1=C(O)c2ccccc2OC1=O)c3ccccc3	0.7
CCOc1ccccc1OCCN[C@H](C)Cc2ccc(OC)c(c2)S(=O)(=O)N	1
