smiles	fraction_unbound
C[C@@H](NC1=CC(=O)CCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	1.3
C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(c(Cl)cc3n2)c4ccncc4)cc1	1
COc1cc(cc2cnc(Nc3ccc(cc3)[C@@H](C)NC(=O)C)nc12)c4ccncc4	3.4
C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(c(C)cc3n2)c4ccncc4)cc1	1.9
C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1	6
COCCNC(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1	9.4
C[C@@H](NC(=O)[C@H]1CCCNC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	1.7
COCCC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1	1.5
C[C@@H](NC(=O)[C@H]1CCCN1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	1.4
C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(cc(C)c3n2)c4ccncc4)cc1	1
C[C@@H](NC1=CC(=O)CC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	2
C[C@@H](NC(=O)[C@H]1CCCCN1CCO)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	3.4
C[C@@H](NC1=CC(=O)NCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	2.3
COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1	1.7
COCCC(=O)NC(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1	1.4
COCCN(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1	1
C[C@@H](NC(=O)C1CCCCN1C)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	3.8
COc1cc2nc(Nc3ccc(cc3)[C@@H](C)NC(=O)C)ncc2cc1c4ccncc4	2.6
CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4ccc(F)cc4	2
CN1CCC(COCc2cc(cc(n2)N3CCC4CC34)C(F)(F)F)(CC1)c5ccc(F)cc5	6.9
C[C@@H](CO)NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(Cl)ccc34	0.8
Cn1nc(c2cnc3[nH]cc(C(=O)N[C@@]4(C)C[C@@H](N)C4)c3n2)c5ccc(F)cc15	8
COc1ccc(cc1OC)c2cnc3[nH]cc(C(=O)NC(C)CO)c3n2	4
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3ncn4CCCCc34	4
Cn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c4ccc(Cl)cc14	0.3
Cn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)CO)c3n2)c4ccc(Cl)cc14	0.3
COc1cc(cc(OC)c1OC)c2cnc3[nH]cc(C(=O)NC(C)C)c3n2	1
COc1ccc(Nc2nc(nc3scnc23)c4cccc(c4)C(=O)Nc5ccc(cc5)C(=O)O)cc1OC	0.94
N[C@H]1CCCC[C@H]1Nc2ncc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2	1.4
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCC(O)CO)c4cc(F)ccc34	1.2
Cn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c4cc(OC(F)F)ccc14	0.1
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCC(O)CO)c4ccc(OC(F)F)cc34	0.7
Cn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c4ccc(F)cc14	0.14
CN1CC(Cn2nc(c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c5cc(OC(F)F)ccc25)C1	1.1
CC(C)(CO)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCCS(=O)(=O)C)c4cc(F)ccc34	6.5
CN(C)CCCn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)CO)c3n2)c4ccc(C)cc14	12
Cc1ccc2c(nn(C)c2c1)c3cnc4[nH]cc(C(=O)NC5(C)CCNC5)c4n3	4
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(C4CCNCC4)c5cc(F)ccc35	0.95
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCCS(=O)(=O)C)c4ccc(OC(F)F)cc34	0.7
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)N(COP(=O)(O)O)c4n3)n2)cc(OC)c1OC	1.5
Fc1cccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)c1F	1.7
CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)C4=Nn5c(CC4)nnc5C(F)(F)F)CC1	12
Fc1ccc(CN2CCN(CC2)C3=Nn4c(CC3)nnc4C(F)(F)F)cc1	12
FC(F)(F)c1nnc2ccc(nn12)N3CCN(Cc4ccc(cc4)C#N)CC3	4.4
OC1(CCN(CC1)c2ccc3nnc(n3n2)C(F)(F)F)c4ccc(F)cc4	4
CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1	2.7
CC(=O)N1CCN(CCOc2ccc(cc2)C3(O)CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1	17
OC1(CCN(CC1)c2ccc3nnc(n3n2)C(F)(F)F)c4cccnc4	26
Cn1nccc1CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F	0.16
Fc1ccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)cc1	2
OC(=O)C[C@@H]1O[C@H]([C@H](N(CC2CC2)C1=O)c3ccc(Cl)cc3)c4cccc(Cl)c4	4.2
CN1Oc2cc3N(C[C@@H](CCl)c3c4cccc(C1=O)c24)C(=O)c5cc6cc(NC(=O)c7cc8ccccc8[nH]7)ccc6[nH]5	5
CC(C)(C)c1ccccc1Oc2ncccc2NC(=O)Nc3ccc(OC(F)(F)F)cc3	0.2
CN(C)CC(C)(C)COc1ccc(NC(=O)Nc2cccnc2Oc3ccccc3C(C)(C)C)cc1	5
COc1ccc(c(C)c1)c2c(cnn2C)c3nc(C)n4ncnc(N5CCC5)c34	23
Cc1nc(c2cnn(C)c2c3ccc(cc3)C(F)(F)F)c4c(ncnn14)N5CC(F)C5	17
Cn1ncc(c2nn(C)c3ncnc(N4CCC4)c23)c1c5ccc(cc5)C(F)(F)F	23
COc1ccc(cc1)c2cnc3c(cnn3c2)c4cccc5ncccc45	0.9
CC(C)[C@@H](NC(=O)[C@@H]1CC[C@@H](O)C1)C(=O)N2CC[C@](O)(c3ccc(Cl)cc3)C(C)(C)C2	16
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4	10
CN1CCC(CC1)N2CCN(CC2)C(=O)[C@@H](Cc3cc(C)c4[nH]ncc4c3)NC(=O)N5CCC(CC5)C6=Cc7ccccc7NC6=O	37
CCOC(=O)c1cnc(N2CC(C2)NC(=O)NS(=O)(=O)c3ccccc3)c(Cl)c1	1.5
CCOC(=O)c1cc(C#N)c(nc1C)N2CC(C2)NC(=O)NS(=O)(=O)Cc3ccccc3	1.5
CCOC(=O)c1cnc(N2CCN(CC2)C(=O)NS(=O)(=O)c3ccc(Cl)s3)c(Cl)c1	1.5
CCOC(=O)c1cc(C#N)c(nc1C(F)(F)F)N2CCN(C(CCC(=O)O)C2)C(=O)NS(=O)(=O)c3ccc(Cl)s3	1.5
CCOC(=O)c1cc(C#N)c(nc1C)N2CC(C2)NC(=O)NS(=O)(=O)c3ccccc3	1.5
[Na+].C[C@@H]1CCO[C@H]2CN3C=C(C(=O)NCc4ccc(F)cc4F)C(=O)C(=C3C(=O)N12)[O-]	0.7
C[C@H]1CO[C@@H]2CN3C=C(C(=O)NCc4ccc(F)cc4F)C(=O)C(=C3C(=O)N12)O	0.4
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4	4.7
CNC(=O)CN1CCC(CC1)Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC	6.7
CNC(=O)CN1CCC(CC1)Oc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC	2.7
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1C5CC5	2
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)c(F)cc1C	13
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cnc1C	15
CC(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C	4
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)c(F)cc1C5CC5	9.6
CC(=O)Nc1cc(Nc2cc(NC3COC3)n4ncc(C#N)c4n2)ccc1C	28
CC(=O)Nc1cc(Nc2cc(NC3CCC3)n4ncc(C#N)c4n2)ccc1C	2.4
CC(=O)Nc1cc(Nc2cc(Nc3ccn(C)n3)n4ncc(C#N)c4n2)ccc1C	12
CC(=O)Nc1cc(Nc2cc(NC3COC3)n4ncc(C#N)c4n2)ccc1Cl	12
CC(=O)Nc1cc(Nc2cc(NC3COC3)n4ncc(C#N)c4n2)c(F)cc1C5CC5	21
CC(=O)Nc1cc(Nc2cc(NC3COC3)n4ncc(C#N)c4n2)c(F)cc1C	26
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1C	8
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ncc1C	12
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1Cl	3
CC(=O)Nc1cc(Nc2cc(NC3CCC3)n4ncc(C#N)c4n2)c(F)cc1C	4.3
CC(=O)Nc1cc(Nc2cc(Nc3cn(C)cn3)n4ncc(C#N)c4n2)ccc1C	21
CC(=O)Nc1cc(Nc2cc(NC3COC3)n4ncc(C#N)c4n2)ccc1C5CC5	20
C[C@]1(CS(=O)(=O)N2CCC(CC2)Oc3ccc(OC(F)(F)C(F)F)cc3)NC(=O)NC1=O	5
C[C@]1(CS(=O)(=O)N2CCN(CC2)c3ncc(OCc4oc(cc4)C(F)(F)F)cn3)NC(=O)NC1=O	6
NC(=O)c1cccn2cc(nc12)c3cccc(c3)c4cncc(OCCF)c4	1
CN(C)CCOc1cncc(c1)c2cccc(c2)c3cn4cccc(C(=O)N)c4n3	7.3
COc1cncc(c1)c2cccc(c2)c3cn4ccc(OC)c(C(=O)N)c4n3	2
COc1nc(ccc1n2cnc(C)c2)c3nc4[C@@H](CCCn4n3)c5ccccc5C(F)(F)F	8.5
COc1cc(ccc1n2cnc(C)c2)c3nc4[C@@H](CCCn4n3)c5ccc(F)cc5C	2.7
CN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1	3.6
CCN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1	3.6
O=C1C=C(Oc2c1cccc2c3cccc4c5ccccc5sc34)N6CCOCC6	0.04
CC(=O)N1CCN(CCOc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1	0.49
OCCN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1	9.8
CCc1nnc(c2ccc(nc2)c3ccccc3)n1c4cccc(C#N)c4C	12
CS(=O)(=O)CCCOc1cccc2c1ccn2c3ccnc(N[C@@H]4CC[C@H](CC4)C(=O)N5CCC(O)CC5)n3	5
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4ocnc4)C(C)(C)C	0.05
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4ccnc4)C(C)(C)C	0.07
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnnn4)C(C)(C)C	0.19
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnc5c(N)ncnc45)C(C)(C)C	0.1
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4nncn4C)C(C)(C)C	2
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cncc4C)C(C)(C)C	0.88
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4cccnc4)C(C)(C)C	0.04
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4ccncc4)C(C)(C)C	0.1
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4csnn4)C(C)(C)C	0.06
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)c4nnc(S)n4C)C(C)(C)C	0.35
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnc(C)c4)C(C)(C)C	0.06
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4nnnc4C)C(C)(C)C	0.88
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnnc4)C(C)(C)C	0.1
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(cc3)n4cnc(Cl)c4Cl)C(C)(C)C	0.01
Fc1cccc(c1)C#Cc2ccc(nc2)C(=O)NC3CCC3	1
CC1(COC1)NC(=O)c2ccc(cn2)C#Cc3cccc(F)c3	3.5
Cn1nc(cc1NC(=O)[C@H](Cc2ccccc2)NCC(=O)O)c3ccncc3	16
O=C(Cn1nnc2ccccc12)N(Cc3ccsc3)c4ccc(NC(=O)C5CC5)cc4	4.8
CC(C)(C)NC(=O)[C@H](N(C(=O)c1occc1)c2ccc(cc2)C(C)(C)C)c3cccnc3	3.3
COc1ccc(CNC(=O)c2cc(cnc2c3cccnc3)c4cc(Cl)cc(Cl)c4)cc1OC	3.2
Nc1nc(F)nc2c1ncn2[C@@H]3O[C@H](CO)C[C@H]3O	100
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4c(NC(=O)c5ccncc5)cccc4C1=O	5
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4c(NC(=O)c5ccncc5)cccc4C1=O	5
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4c(NC(=O)c5ccncc5)cccc4C1=O	5
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2[C@H]3C[C@H]3C[C@H]2C(=O)N[C@@H]4[C@@H](Cc5ccccc45)OCC#CC#CCO[C@@H]6Cc7ccccc7[C@@H]6NC(=O)[C@@H]8C[C@@H]9C[C@@H]9N8C(=O)[C@@H](NC(=O)[C@H](C)NC)C%10CCCCC%10	1
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CC=C[C@H]2C(=O)N[C@@H]3[C@@H](Cc4ccccc34)OCC#CC#CCO[C@@H]5Cc6ccccc6[C@@H]5NC(=O)[C@@H]7C=CCN7C(=O)[C@@H](NC(=O)[C@H](C)NC)C8CCCCC8	2.9
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CSC[C@H]2C(=O)N[C@@H]3[C@@H](Cc4ccccc34)OCC#CC#CCO[C@@H]5Cc6ccccc6[C@@H]5NC(=O)[C@@H]7CSCN7C(=O)[C@@H](NC(=O)[C@H](C)NC)C8CCCCC8	1.1
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CSC3(CC3)[C@H]2C(=O)N[C@@H]4[C@@H](Cc5ccccc45)OCC#CC#CCO[C@@H]6Cc7ccccc7[C@@H]6NC(=O)[C@H]8N(CSC89CC9)C(=O)[C@@H](NC(=O)[C@H](C)NC)C%10CCCCC%10	1
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CSC[C@H]1C(=O)N[C@@H]2[C@@H](Cc3ccccc23)OCC#CC#CCO[C@@H]4Cc5ccccc5[C@@H]4NC(=O)[C@@H]6CSCN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C(C)(C)C	10.7
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4ccc(Cl)cc4Cl)c5ccccn5	14
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4c(Cl)cccc4Cl)CC5CC5	8
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4ccccc4Cl)CC5CC5	3
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4ccc(Cl)c(Cl)c4)CC5CC5	2
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4ccccc4C(F)(F)F)CC5CC5	7
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4ccc(Cl)cc4)CC5CC5	3
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4cc(Cl)cc(Cl)c4)CC5CC5	2
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4cccc(c4)C(F)(F)F)CC5CC5	4
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4ccc(Cl)cc4Cl)CC5CC5	5
Cn1cnc(c1)S(=O)(=O)N2C[C@@H]3[C@H](C2)[C@@]3(CNC(=O)c4ccccc4C(F)(F)F)c5ccccn5	7.6
Fc1cc2CCCN(c2cc1Oc3cc(cc(Cl)n3)c4onc(n4)C5CC5)S(=O)(=O)c6ccc(Cl)cc6	28
Clc1ccc(cc1)S(=O)(=O)N2CCCc3cc(Cl)c(Oc4cc(cc(Cl)n4)c5oc(nn5)C6CC6)cc23	12
Clc1ccc(cc1)S(=O)(=O)N2CCCc3ccc(Oc4cc(cc(Cl)n4)c5onc(n5)C6CC6)cc23	11
CC(C)c1noc(n1)c2cc(Cl)nc(Oc3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)c2	0.8
Clc1ccc(cc1)S(=O)(=O)N2CCCc3cc(Cl)c(Oc4cc(cc(Cl)n4)c5onc(n5)C6CC6)cc23	14
Clc1ccc(cc1)S(=O)(=O)N2CCCc3ccc(Oc4cc(cc(Cl)n4)c5oc(nn5)C6CC6)cc23	13
Clc1ccc(cc1)S(=O)(=O)N2CCc3ccc(Oc4cc(cc(Cl)n4)c5onc(n5)C6CC6)cc23	26
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)C3=CC(=O)N(CC)C(=C3)C	7
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3cncnc3	15
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3cncc(F)c3	10
CCNC(=O)Nc1nc2C=C(C(=O)N(CC3CCOCC3)c2s1)c4cccnc4	14
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3ccn4ncnc4c3	10
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)C3=CC(=O)N(CCOC)C(=C3)C	14
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3ccc(OC)nc3	5
CCNC(=O)Nc1nc2C=C(C(=O)N(CCC(C)C)c2s1)c3cccnc3	6
CCNC(=O)Nc1nc2C=C(C(=O)N(CC(F)F)c2s1)c3cccnc3	21
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3ccc4nnnn4c3	18
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C(=O)N)c2s1)c3cccnc3	25
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)C3=CN(CCOC)C(=O)C=C3	7
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3cncc(c3)C#N	10
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3ccc4nncn4c3	26
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3ccc(nc3)c4nnnn4C	7
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3cccnc3	21
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3ccc4cnnn4c3	14
CCNC(=O)Nc1nc2C=C(C3=CC(=O)N(CC)C=C3)C(=O)N(C(C)C)c2s1	42
CCNC(=O)Nc1nc2C=C(C(=O)N(CC)c2s1)c3cccnc3	11
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3cncc(OC)c3	8
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3ccc(nc3)c4nnn(C)n4	8
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3ccc(nc3)C#N	4
CCNC(=O)Nc1nc2C=C(C(=O)N(CC3CC3)c2s1)c4cccnc4	5
CC(C)CCN1C(=O)C(=Cc2nc(NC(=O)NCC=C)sc12)c3cccnc3	3
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)c3ccc4ncnn4c3	20
CCNC(=O)Nc1nc2C=C(C(=O)N(CC(C)C)c2s1)c3cccnc3	7
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C)c2s1)C3=CC(=O)N(CCOC)C=C3	26
CCNC(=O)Nc1nc2C=C(C(=O)N(C(C)C(=O)O)c2s1)c3cccnc3	22
CCNC(=O)Nc1nc2C=C(C(=O)N(CC3CCCCC3)c2s1)c4cccnc4	2
O=C(C1CC2(CCN(CC2)C3CCOCC3)C1)N4CCN(CC4)C5CCC5	51
CS(=O)(=O)N1CCC2(CC1)CC(C2)C(=O)N3CCN(CC3)C4CCC4	67
CC(C)N1CCN(CC1)C(=O)C2CC23CCN(CC3)C4CCOCC4	87
O=C(C1CC12CCN(CC2)C3CCOCC3)N4CCN(CC4)C5CCC5	91
O=C(C1CC12CCN(CC2)C3CCCCC3)N4CCN(CC4)C5CCCCC5	81
O=C(C1CC12CCN(CC2)C3CCOCC3)N4CCN(CC4)C5CCCC5	50
COc1ccc2c(C=C3Cn4c2c(C5CCCCC5)c6ccc(cc46)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C3=O)c1	0.3
O[C@@]12CC3CC(C1)[C@H](NC(=O)c4sc(OC5CCOCC5)nc4[C@H]6CCCO6)C(C3)C2	23
O[C@@]12CC3CC(C1)[C@H](NC(=O)c4sc(OCC5(CC5)C#N)nc4C6CC6)C(C3)C2	16
COc1nc(C)sc1C(=O)N[C@@H]2C3CC4CC2C[C@@](O)(C4)C3	55
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)c3ccc(CC(=O)O)cc3Cl	1.5
Cc1nc(C)c(nc1C(=O)N)c2ccc(c(Cl)c2)c3ccc(CC(=O)O)cc3Cl	0.3
C[C@H](C(=O)O)c1ccc(c(Cl)c1)c2ccc(cc2)c3nc(C(=O)N)c(C)nc3C	0.8
C[C@H](C(=O)O)c1ccc(c(Cl)c1)c2ccc(cc2F)c3nc(C(=O)N)c(C)nc3C	0.7
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)(F)F	0.7
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4oc(nn4)C(F)(F)F	4.1
CC(C)c1onc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3	1.3
CC(C)c1noc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3	1.8
CC(C)c1oc(nn1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3	7.1
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4onc(n4)C(F)(F)F	1
Cc1cccc(Cl)c1c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O	4.1
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(CC(=O)N5CC[C@@H](O)C5)cc4Cl	24.1
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4cc(Cl)ccc4Cl	1.2
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccccc4F	8
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(CC(=O)N5CC(O)C5)cc4Cl	22.3
NC(=O)Cc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O	17.2
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccccc4	9.6
Cc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O	1.2
CN(Cc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O)C(=O)CCCN	42
Cc1ccccc1c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O	6.9
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(CN5CC[C@H](O)C5=O)cc4Cl	12.3
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(CC(=O)O)cc4Cl	5.6
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccccc4Cl	3.6
CN(Cc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O)C(=O)CN	49
CN(Cc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O)C(=O)C	9.4
CS(=O)(=O)NCc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O	12.2
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(cc4Cl)C(F)F	2.2
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(CC(=O)N5CCNC(=O)C5)cc4Cl	30.2
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4c(F)cccc4F	9.5
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4c(Cl)cccc4C#N	20.6
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(cc4Cl)C#N	9.3
Nc1ncnc2OCCN(C(=O)c12)c3ccc(c(F)c3)c4ccccc4Cl	5.6
CN(Cc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O)C(=O)CCN	48
CC(=O)NCc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O	13.3
CS(=O)(=O)Cc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O	21.2
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4cccc(Cl)c4Cl	1.2
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ncccc4Cl	18.2
CN(Cc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O)S(=O)(=O)C	8.6
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4cccc(C#N)c4Cl	5.9
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(Cl)cc4Cl	0.7
